,Region,country,city,hebergement,nutrition,transport,divertissement,Month,AvgTemperature_C,Population,Density
1204,North America,United States,Milwaukee,49.77666666666666,6.719259259259258,13.56,56.30857142857143,5,13.309004227552611,1101829.808,494.6656456
1205,North America,United States,Milwaukee,49.77666666666666,6.719259259259258,13.56,56.30857142857143,6,19.20937037037037,1101829.808,494.6656456
1206,North America,United States,Milwaukee,49.77666666666666,6.719259259259258,13.56,56.30857142857143,7,22.57376344086021,1101829.808,494.6656456
1207,North America,United States,Milwaukee,49.77666666666666,6.719259259259258,13.56,56.30857142857143,8,21.967153524492232,1101829.808,494.6656456
1208,North America,United States,Milwaukee,49.77666666666666,6.719259259259258,13.56,56.30857142857143,9,18.04358950617284,1101829.808,494.6656456
1209,North America,United States,Milwaukee,49.77666666666666,6.719259259259258,13.56,56.30857142857143,10,11.414910394265236,1101829.808,494.6656456
1210,North America,United States,Milwaukee,49.77666666666666,6.719259259259258,13.56,56.30857142857143,11,4.3084444444444445,1101829.808,494.6656456
1211,North America,United States,Milwaukee,49.77666666666666,6.719259259259258,13.56,56.30857142857143,12,-1.7274701314217442,1101829.808,494.6656456
1212,Europe,Serbia,Belgrade,24.674416666666666,4.045185185185185,7.129999999999999,50.02285714285714,1,0.9201378549765648,1106870.256,108.0101779
1213,Europe,Serbia,Belgrade,24.674416666666666,4.045185185185185,7.129999999999999,50.02285714285714,2,3.369768009768009,1106870.256,108.0101779
1214,Europe,Serbia,Belgrade,24.674416666666666,4.045185185185185,7.129999999999999,50.02285714285714,3,7.575359801488835,1106870.256,108.0101779
1215,Europe,Serbia,Belgrade,24.674416666666666,4.045185185185185,7.129999999999999,50.02285714285714,4,12.98214245014245,1106870.256,108.0101779
1216,Europe,Serbia,Belgrade,24.674416666666666,4.045185185185185,7.129999999999999,50.02285714285714,5,17.69370715007812,1106870.256,108.0101779
1217,Europe,Serbia,Belgrade,24.674416666666666,4.045185185185185,7.129999999999999,50.02285714285714,6,21.354182098765435,1106870.256,108.0101779
1218,Europe,Serbia,Belgrade,24.674416666666666,4.045185185185185,7.129999999999999,50.02285714285714,7,23.11870967741936,1106870.256,108.0101779
1219,Europe,Serbia,Belgrade,24.674416666666666,4.045185185185185,7.129999999999999,50.02285714285714,8,23.05074671445639,1106870.256,108.0101779
1220,Europe,Serbia,Belgrade,24.674416666666666,4.045185185185185,7.129999999999999,50.02285714285714,9,17.855759259259262,1106870.256,108.0101779
1221,Europe,Serbia,Belgrade,24.674416666666666,4.045185185185185,7.129999999999999,50.02285714285714,10,12.858494623655917,1106870.256,108.0101779
1222,Europe,Serbia,Belgrade,24.674416666666666,4.045185185185185,7.129999999999999,50.02285714285714,11,7.655962962962963,1106870.256,108.0101779
1223,Europe,Serbia,Belgrade,24.674416666666666,4.045185185185185,7.129999999999999,50.02285714285714,12,2.199019401589528,1106870.256,108.0101779
1224,Europe,Italy,Milan,56.367333333333335,8.174814814814813,15.098333333333334,72.91142857142857,1,1.9849241797628896,3011029.841,157.457416
1225,Europe,Italy,Milan,56.367333333333335,8.174814814814813,15.098333333333334,72.91142857142857,2,3.903814155193465,3011029.841,157.457416
1226,Europe,Italy,Milan,56.367333333333335,8.174814814814813,15.098333333333334,72.91142857142857,3,8.358924731182796,3011029.841,157.457416
1227,Europe,Italy,Milan,56.367333333333335,8.174814814814813,15.098333333333334,72.91142857142857,4,12.512048433048433,3011029.841,157.457416
1228,Europe,Italy,Milan,56.367333333333335,8.174814814814813,15.098333333333334,72.91142857142857,5,16.892954461906076,3011029.841,157.457416
1229,Europe,Italy,Milan,56.367333333333335,8.174814814814813,15.098333333333334,72.91142857142857,6,21.215879629629622,3011029.841,157.457416
1230,Europe,Italy,Milan,56.367333333333335,8.174814814814813,15.098333333333334,72.91142857142857,7,23.299498207885307,3011029.841,157.457416
1231,Europe,Italy,Milan,56.367333333333335,8.174814814814813,15.098333333333334,72.91142857142857,8,22.678623058542414,3011029.841,157.457416
1232,Europe,Italy,Milan,56.367333333333335,8.174814814814813,15.098333333333334,72.91142857142857,9,18.09150925925926,3011029.841,157.457416
1233,Europe,Italy,Milan,56.367333333333335,8.174814814814813,15.098333333333334,72.91142857142857,10,13.03849761051374,3011029.841,157.457416
1234,Europe,Italy,Milan,56.367333333333335,8.174814814814813,15.098333333333334,72.91142857142857,11,7.287361111111111,3011029.841,157.457416
1235,Europe,Italy,Milan,56.367333333333335,8.174814814814813,15.098333333333334,72.91142857142857,12,2.628296192405589,3011029.841,157.457416
1236,Australia/South Pacific,New Zealand,Auckland,58.09,8.695555555555556,30.899999999999995,60.41285714285714,1,19.75365315687896,1034100.957,245.862349
1237,Australia/South Pacific,New Zealand,Auckland,58.09,8.695555555555556,30.899999999999995,60.41285714285714,2,20.200331354469284,1034100.957,245.862349
1238,Australia/South Pacific,New Zealand,Auckland,58.09,8.695555555555556,30.899999999999995,60.41285714285714,3,18.728031430934656,1034100.957,245.862349
1239,Australia/South Pacific,New Zealand,Auckland,58.09,8.695555555555556,30.899999999999995,60.41285714285714,4,16.50488888888889,1034100.957,245.862349
